Route_ID,Source_City,Destination_City,Distance_km,Departure_Time,Arrival_Time,Duration_min,Day_of_Week,Bus_Type,Operator_Name,Seats_Available,Total_Seats,Ticket_Price_INR,Rating,Reviews_Count
R2780,Mysore,Ahmedabad,958,16:30,02:28,658,Sunday,AC Seater,Royal Rajasthan,21,42,2823.87,4.9,1125
R2781,Jaipur,Trivandrum,287,03:45,00:21,1296,Friday,AC Sleeper,Orange Tours,18,40,668.49,4.4,1512
R2782,Trivandrum,Bangalore,544,14:45,11:09,1284,Friday,Non-AC Sleeper,Royal Rajasthan,31,42,1284.41,4.8,1243
R2783,Vijayawada,Kochi,1434,21:45,06:38,593,Thursday,Non-AC Semi-Sleeper,Royal Rajasthan,21,36,4051.48,4.3,1695
R2784,Agra,Nagpur,621,12:45,00:37,772,Wednesday,Non-AC Seater,Royal Rajasthan,31,42,1527.33,4.3,282
R2785,Patna,Guwahati,766,01:00,06:57,357,Monday,Non-AC Semi-Sleeper,Deccan Lines,10,36,1505.38,4.2,1161
R2786,Delhi,Pune,294,08:30,03:20,1190,Sunday,Non-AC Semi-Sleeper,KSRTC,9,42,800.93,3.5,1982
R2787,Bangalore,Coimbatore,1483,12:30,20:49,499,Monday,AC Semi-Sleeper,Karnataka Travels,23,36,2729.11,4.6,1803
R2788,Nashik,Ahmedabad,1429,00:45,08:53,488,Tuesday,Non-AC Seater,VRL Logistics,6,48,3746.27,4.9,1388
R2789,Rajkot,Trivandrum,1131,05:15,00:44,1169,Saturday,AC Sleeper,TNSTC,20,44,3825.95,3.9,1271
R2790,Bhopal,Chennai,1390,20:45,08:42,777,Thursday,AC Semi-Sleeper,KSRTC,17,40,3746.08,4.1,1650
R2791,Ahmedabad,Goa,882,11:00,16:19,319,Friday,AC Semi-Sleeper,VRL Logistics,7,40,3080.32,3.6,754
R2792,Goa,Agra,119,17:30,20:18,228,Friday,AC Sleeper,Orange Tours,16,30,379.93,3.7,38
R2793,Bangalore,Rajkot,606,14:15,18:49,274,Thursday,AC Seater,National Express,15,40,1326.3,4.4,534
R2794,Jaipur,Lucknow,1225,13:45,01:42,777,Wednesday,Non-AC Sleeper,GreenLine Travels,6,36,3876.44,4.4,1558
R2795,Lucknow,Varanasi,588,11:15,23:38,743,Monday,AC Semi-Sleeper,KSRTC,9,36,1579.92,4.6,656
R2796,Delhi,Bangalore,908,04:45,10:22,397,Sunday,Non-AC Sleeper,Deccan Lines,34,40,1716.44,3.6,1264
R2797,Trivandrum,Surat,853,13:00,02:12,792,Saturday,AC Seater,Karnataka Travels,23,44,2372.27,4.2,1987
R2798,Hyderabad,Nashik,1327,14:45,09:56,1151,Sunday,Non-AC Seater,Deccan Lines,11,44,4571.31,4.9,1136
R2799,Rajkot,Nashik,467,02:30,15:36,786,Monday,AC Semi-Sleeper,Karnataka Travels,13,30,863.83,3.6,1637
R2800,Goa,Mumbai,1171,14:00,08:57,1137,Friday,Non-AC Seater,VRL Logistics,15,42,2812.38,4.8,331
R2801,Coimbatore,Nagpur,1230,21:15,00:52,217,Thursday,AC Seater,Karnataka Travels,22,30,4192.83,4.0,37
R2802,Bangalore,Visakhapatnam,766,06:00,22:15,975,Wednesday,AC Seater,TNSTC,22,30,1464.31,3.7,1070
R2803,Bangalore,Guwahati,1475,23:30,04:50,320,Saturday,Non-AC Seater,Deccan Lines,11,30,4130.33,4.1,289
R2804,Trivandrum,Bangalore,837,03:00,23:28,1228,Thursday,AC Semi-Sleeper,Deccan Lines,3,40,2126.44,3.8,797
R2805,Goa,Nagpur,364,11:15,04:54,1059,Tuesday,Non-AC Semi-Sleeper,Royal Rajasthan,35,48,1032.53,4.2,1360
R2806,Coimbatore,Mumbai,759,00:15,08:31,496,Friday,AC Sleeper,KSRTC,2,36,1512.71,4.8,172
R2807,Patna,Trivandrum,1178,01:00,11:49,649,Thursday,AC Semi-Sleeper,VRL Logistics,14,44,2253.51,3.7,1570
R2808,Mysore,Madurai,213,20:30,16:20,1250,Sunday,Non-AC Semi-Sleeper,Orange Tours,7,40,652.72,5.0,311
R2809,Pune,Goa,1162,01:45,18:07,1042,Monday,Non-AC Seater,Karnataka Travels,6,36,2463.33,4.2,1878
R2810,Goa,Bangalore,234,14:45,09:26,1181,Thursday,AC Seater,SRS Travels,43,48,525.06,4.6,1581
R2811,Pune,Patna,583,08:15,02:32,1097,Wednesday,Non-AC Seater,Royal Rajasthan,48,48,1764.54,3.6,231
R2812,Mysore,Guwahati,166,15:45,14:16,1411,Monday,AC Semi-Sleeper,Deccan Lines,35,40,386.48,4.5,267
R2813,Shillong,Vijayawada,1222,15:00,02:36,696,Saturday,AC Sleeper,Deccan Lines,22,44,3966.39,4.8,1234
R2814,Vijayawada,Visakhapatnam,105,13:30,02:35,785,Friday,Non-AC Sleeper,Royal Rajasthan,28,48,270.48,4.1,557
R2815,Surat,Bhopal,1253,05:00,07:57,177,Wednesday,Non-AC Sleeper,National Express,26,30,3902.98,4.6,1870
R2816,Surat,Lucknow,1273,18:15,09:27,912,Tuesday,AC Sleeper,TNSTC,27,42,2825.66,5.0,101
R2817,Mysore,Patna,1326,05:45,01:41,1256,Friday,Non-AC Seater,TNSTC,8,44,3007.33,4.9,929
R2818,Kochi,Agra,1191,08:15,02:25,1090,Sunday,AC Seater,TNSTC,15,36,3750.45,3.6,1120
R2819,Nagpur,Nashik,1460,22:00,09:05,665,Sunday,AC Seater,SRS Travels,28,42,3222.69,4.0,345
R2820,Chandigarh,Lucknow,1265,07:00,19:59,779,Saturday,Non-AC Seater,GreenLine Travels,26,30,2570.47,4.0,1937
R2821,Varanasi,Indore,1219,18:00,16:43,1363,Friday,Non-AC Semi-Sleeper,National Express,36,42,3428.79,3.9,412
R2822,Bangalore,Agra,1283,06:45,03:17,1292,Wednesday,AC Sleeper,TNSTC,21,42,4206.68,3.5,1137
R2823,Mysore,Kochi,1312,00:00,15:08,908,Thursday,Non-AC Seater,TNSTC,25,36,2604.16,4.6,1228
R2824,Bhopal,Lucknow,1335,08:00,03:47,1187,Friday,Non-AC Sleeper,KSRTC,21,42,2966.89,4.5,1709
R2825,Chandigarh,Nagpur,1168,03:15,10:00,465,Sunday,AC Seater,Royal Rajasthan,22,40,2697.67,4.6,23
R2826,Madurai,Bhopal,895,16:30,11:20,1190,Sunday,AC Seater,KSRTC,21,36,1805.25,3.8,1332
R2827,Indore,Varanasi,1030,16:00,20:11,251,Wednesday,Non-AC Sleeper,TNSTC,20,36,1918.07,3.6,839
R2828,Patna,Nashik,165,06:45,21:32,947,Wednesday,AC Sleeper,TNSTC,38,44,469.39,3.6,1891
R2829,Patna,Jaipur,1183,07:45,01:52,1087,Wednesday,AC Sleeper,Orange Tours,20,42,2204.05,4.2,1270
R2830,Mumbai,Delhi,446,20:15,11:03,948,Monday,Non-AC Seater,KSRTC,6,40,1373.88,4.1,1918
R2831,Goa,Mysore,221,10:30,22:11,761,Sunday,Non-AC Seater,VRL Logistics,4,30,616.42,4.8,1115
R2832,Surat,Ahmedabad,931,08:00,03:17,1157,Sunday,AC Seater,Royal Rajasthan,20,42,2488.28,4.9,135
R2833,Surat,Lucknow,1391,03:45,11:34,529,Saturday,AC Sleeper,Orange Tours,31,36,3667.0,4.9,1227
R2834,Indore,Chandigarh,158,00:00,18:46,1126,Friday,AC Sleeper,Royal Rajasthan,17,40,317.42,4.1,841
R2835,Coimbatore,Pune,1031,06:30,23:57,1047,Monday,AC Sleeper,TNSTC,25,48,2544.57,4.4,864
R2836,Shillong,Nashik,1395,05:45,13:44,539,Sunday,AC Sleeper,VRL Logistics,16,40,3266.32,3.8,54
R2837,Mumbai,Varanasi,659,11:00,08:26,1286,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,22,36,1420.63,4.9,1123
R2838,Kochi,Bhopal,1025,02:45,08:40,415,Tuesday,Non-AC Semi-Sleeper,Karnataka Travels,31,48,1894.36,3.8,230
R2839,Bhopal,Agra,126,13:45,00:48,663,Thursday,AC Seater,Orange Tours,4,30,342.62,4.4,1062
R2840,Shillong,Nagpur,1280,08:45,07:33,1428,Sunday,Non-AC Semi-Sleeper,TNSTC,1,30,3409.37,4.8,20
R2841,Delhi,Patna,420,19:00,13:53,1133,Wednesday,Non-AC Semi-Sleeper,KSRTC,35,44,768.28,4.0,27
R2842,Bhopal,Ahmedabad,280,22:30,19:33,1263,Friday,Non-AC Seater,TNSTC,24,44,924.73,4.0,1748
R2843,Bangalore,Jaipur,1108,13:45,10:10,1285,Monday,Non-AC Semi-Sleeper,GreenLine Travels,30,30,2794.46,4.6,1332
R2844,Goa,Ahmedabad,212,07:15,11:36,261,Sunday,Non-AC Sleeper,VRL Logistics,2,42,421.43,4.6,1302
R2845,Bhopal,Varanasi,472,23:15,15:49,994,Wednesday,AC Seater,TNSTC,14,40,1420.37,3.7,896
R2846,Goa,Ahmedabad,365,12:00,11:16,1396,Sunday,Non-AC Sleeper,TNSTC,12,44,785.09,4.3,1572
R2847,Kochi,Lucknow,760,10:45,07:04,1279,Friday,Non-AC Semi-Sleeper,GreenLine Travels,23,36,2554.16,4.6,737
R2848,Surat,Chandigarh,727,08:30,16:21,531,Wednesday,AC Sleeper,VRL Logistics,20,36,1375.71,3.6,739
R2849,Varanasi,Mumbai,1079,14:00,09:30,1170,Tuesday,Non-AC Semi-Sleeper,TNSTC,29,42,2554.35,4.6,1915
R2850,Trivandrum,Patna,1301,23:30,13:19,889,Monday,Non-AC Seater,Orange Tours,31,36,2509.37,4.6,1686
R2851,Surat,Goa,773,19:45,13:00,1095,Monday,Non-AC Semi-Sleeper,Orange Tours,29,48,1891.39,4.3,1756
R2852,Kochi,Coimbatore,1368,21:45,16:17,1172,Monday,AC Sleeper,KSRTC,14,40,3622.43,3.6,1235
R2853,Goa,Bangalore,657,19:00,06:32,692,Sunday,Non-AC Sleeper,GreenLine Travels,32,40,1218.07,4.6,1078
R2854,Shillong,Pune,354,11:30,05:04,1114,Saturday,Non-AC Seater,TNSTC,8,40,683.57,4.2,600
R2855,Ahmedabad,Surat,1224,03:00,16:15,795,Monday,AC Sleeper,TNSTC,16,36,3134.74,4.7,292
R2856,Nashik,Rajkot,447,22:30,10:29,779,Monday,AC Seater,TNSTC,11,42,1497.28,3.7,944
R2857,Goa,Hyderabad,299,17:00,23:42,402,Friday,Non-AC Semi-Sleeper,Karnataka Travels,42,44,1027.03,5.0,991
R2858,Bangalore,Indore,652,10:30,09:25,1435,Monday,AC Sleeper,TNSTC,3,48,1333.78,3.5,79
R2859,Trivandrum,Guwahati,1388,12:45,07:30,1185,Tuesday,AC Semi-Sleeper,VRL Logistics,28,42,2894.05,4.5,212
R2860,Mumbai,Kolkata,407,06:30,19:52,802,Wednesday,AC Seater,KSRTC,48,48,1073.83,3.7,1636
R2861,Varanasi,Chennai,1051,17:45,09:07,982,Sunday,AC Seater,TNSTC,0,30,2358.85,4.5,1118
R2862,Delhi,Jaipur,1139,10:30,08:20,1370,Saturday,Non-AC Sleeper,Deccan Lines,25,48,2124.03,4.6,1743
R2863,Coimbatore,Varanasi,198,19:00,12:51,1071,Monday,Non-AC Sleeper,TNSTC,13,36,598.22,4.7,1694
R2864,Jaipur,Surat,807,22:15,20:39,1344,Tuesday,Non-AC Seater,Karnataka Travels,11,44,1748.84,4.4,1071
R2865,Surat,Guwahati,669,06:15,23:52,1057,Tuesday,AC Semi-Sleeper,Karnataka Travels,42,48,1945.08,4.5,1421
R2866,Chandigarh,Coimbatore,519,08:00,01:49,1069,Tuesday,AC Semi-Sleeper,Royal Rajasthan,3,40,1300.76,4.1,1848
R2867,Kolkata,Nagpur,731,11:45,23:34,769,Wednesday,Non-AC Seater,National Express,6,40,1978.86,4.3,1369
R2868,Guwahati,Agra,1049,09:00,02:37,1057,Friday,AC Semi-Sleeper,Orange Tours,14,30,2634.07,4.6,1323
R2869,Bhopal,Goa,1181,14:30,22:09,519,Friday,Non-AC Semi-Sleeper,Deccan Lines,35,40,3534.68,4.0,938
R2870,Jaipur,Coimbatore,218,20:15,05:35,560,Wednesday,AC Semi-Sleeper,Deccan Lines,14,36,713.21,4.6,632
R2871,Chandigarh,Nagpur,834,03:00,00:59,1319,Monday,AC Seater,TNSTC,31,48,1794.65,4.7,1946
R2872,Ahmedabad,Vijayawada,1071,05:45,18:43,838,Tuesday,Non-AC Seater,GreenLine Travels,11,40,2578.22,4.8,966
R2873,Lucknow,Trivandrum,903,14:00,06:47,1007,Thursday,Non-AC Semi-Sleeper,National Express,40,40,2713.16,4.1,1121
R2874,Mysore,Surat,592,20:45,04:22,517,Tuesday,Non-AC Sleeper,National Express,7,48,1310.01,4.9,1811
R2875,Chandigarh,Madurai,451,19:00,21:10,130,Wednesday,AC Seater,TNSTC,4,30,1527.72,4.6,1299
R2876,Pune,Hyderabad,1370,17:00,19:43,163,Friday,AC Semi-Sleeper,SRS Travels,18,42,3754.16,3.9,436
R2877,Hyderabad,Chennai,358,17:45,22:27,342,Monday,Non-AC Semi-Sleeper,Karnataka Travels,24,36,705.57,4.1,1994
R2878,Surat,Lucknow,954,11:00,03:49,1009,Monday,AC Semi-Sleeper,VRL Logistics,7,30,2965.0,4.7,1636
R2879,Vijayawada,Madurai,142,20:30,11:42,912,Wednesday,Non-AC Sleeper,Royal Rajasthan,15,42,372.79,4.2,473
R2880,Coimbatore,Chandigarh,952,17:15,05:23,728,Friday,AC Seater,KSRTC,26,30,1740.32,4.0,672
R2881,Nashik,Bhopal,652,07:00,09:53,173,Thursday,AC Semi-Sleeper,VRL Logistics,2,30,1269.41,4.6,105
R2882,Ahmedabad,Bangalore,1214,13:30,00:57,687,Friday,Non-AC Semi-Sleeper,GreenLine Travels,28,30,3335.8,4.7,1557
R2883,Agra,Visakhapatnam,864,20:15,12:59,1004,Saturday,AC Seater,Deccan Lines,6,42,2854.72,4.8,605
R2884,Bangalore,Indore,1323,18:45,10:51,966,Thursday,Non-AC Sleeper,Deccan Lines,21,48,2497.72,4.8,973
R2885,Kolkata,Visakhapatnam,316,18:30,15:44,1274,Monday,Non-AC Sleeper,KSRTC,25,42,1036.19,3.8,112
R2886,Chennai,Nagpur,178,06:00,10:30,270,Sunday,AC Seater,SRS Travels,7,44,382.11,4.7,1308
R2887,Coimbatore,Kolkata,1215,12:45,18:08,383,Monday,Non-AC Semi-Sleeper,SRS Travels,27,40,2380.16,4.2,1692
R2888,Chandigarh,Kochi,943,18:30,12:37,1087,Saturday,Non-AC Semi-Sleeper,TNSTC,10,44,2981.95,4.7,95
R2889,Nashik,Indore,982,01:30,08:57,447,Sunday,Non-AC Seater,VRL Logistics,25,30,2123.26,3.9,513
R2890,Vijayawada,Ahmedabad,1134,05:15,12:33,438,Saturday,AC Sleeper,Orange Tours,26,36,2659.11,3.6,300
R2891,Shillong,Bangalore,176,16:15,14:13,1378,Wednesday,AC Seater,Deccan Lines,8,42,402.2,4.5,907
R2892,Trivandrum,Jaipur,303,03:45,18:01,916,Thursday,Non-AC Semi-Sleeper,Royal Rajasthan,3,42,546.32,4.5,1845
R2893,Chennai,Nagpur,873,10:15,09:47,1412,Saturday,Non-AC Semi-Sleeper,VRL Logistics,23,48,2189.84,3.8,1470
R2894,Varanasi,Madurai,337,07:45,09:36,171,Saturday,Non-AC Sleeper,KSRTC,28,40,874.53,4.7,1208
R2895,Lucknow,Trivandrum,885,06:00,12:19,379,Wednesday,AC Sleeper,VRL Logistics,1,40,2146.99,4.4,170
R2896,Shillong,Chandigarh,692,04:15,00:35,1220,Saturday,AC Sleeper,National Express,13,30,2115.15,4.1,216
R2897,Agra,Chennai,583,11:45,02:53,908,Sunday,AC Sleeper,Royal Rajasthan,31,42,1229.23,4.7,1230
R2898,Goa,Mysore,1315,06:45,04:38,1373,Saturday,AC Semi-Sleeper,Royal Rajasthan,31,48,2649.18,4.0,1636
R2899,Hyderabad,Varanasi,1051,04:00,07:47,227,Friday,AC Seater,GreenLine Travels,39,42,2867.2,4.3,477
R2900,Bhopal,Nashik,222,14:00,19:22,322,Wednesday,Non-AC Semi-Sleeper,GreenLine Travels,39,44,572.1,3.6,808
R2901,Delhi,Nashik,660,09:00,00:22,922,Tuesday,AC Sleeper,Karnataka Travels,21,40,1793.51,3.7,1592
R2902,Ahmedabad,Indore,239,02:00,12:37,637,Friday,Non-AC Semi-Sleeper,VRL Logistics,18,30,592.23,4.1,806
R2903,Nagpur,Bangalore,1250,10:15,23:27,792,Monday,Non-AC Sleeper,GreenLine Travels,1,30,4169.43,4.6,1830
R2904,Vijayawada,Jaipur,901,23:30,21:07,1357,Saturday,AC Seater,Royal Rajasthan,20,40,1734.98,4.0,1413
R2905,Ahmedabad,Trivandrum,653,12:45,07:59,1154,Tuesday,Non-AC Semi-Sleeper,Karnataka Travels,12,48,2216.51,3.6,78
R2906,Shillong,Hyderabad,640,11:00,21:10,610,Monday,Non-AC Sleeper,Orange Tours,10,40,1609.38,4.6,1226
R2907,Nashik,Ahmedabad,1251,23:30,14:38,908,Friday,Non-AC Seater,SRS Travels,3,36,2357.94,4.5,1452
R2908,Varanasi,Surat,291,04:00,18:22,862,Monday,AC Semi-Sleeper,Orange Tours,25,30,998.27,4.1,791
R2909,Surat,Varanasi,121,10:15,08:27,1332,Saturday,AC Sleeper,SRS Travels,26,30,221.62,4.3,794
R2910,Trivandrum,Chennai,1018,23:15,20:05,1310,Monday,Non-AC Semi-Sleeper,National Express,26,42,2433.59,4.7,580
R2911,Hyderabad,Bangalore,673,02:45,15:14,809,Sunday,Non-AC Seater,Royal Rajasthan,12,42,1757.59,4.3,640
R2912,Coimbatore,Delhi,1251,08:45,11:44,239,Friday,Non-AC Seater,SRS Travels,25,40,3779.66,4.2,580
R2913,Nashik,Guwahati,1044,00:30,03:53,203,Friday,Non-AC Sleeper,Deccan Lines,16,48,2016.43,5.0,1965
R2914,Coimbatore,Shillong,920,23:00,04:36,336,Monday,Non-AC Seater,Royal Rajasthan,28,36,1823.88,3.6,1280
R2915,Visakhapatnam,Agra,1097,06:45,22:27,1002,Thursday,Non-AC Seater,SRS Travels,36,48,3205.12,4.7,1859
R2916,Bhopal,Mysore,1446,09:45,02:01,1036,Wednesday,AC Semi-Sleeper,Karnataka Travels,24,48,3351.48,4.1,1240
R2917,Goa,Varanasi,220,19:15,17:45,1350,Sunday,Non-AC Semi-Sleeper,Royal Rajasthan,1,48,519.54,4.4,1009
R2918,Guwahati,Goa,1077,00:30,11:37,667,Friday,AC Seater,GreenLine Travels,9,48,2094.27,4.8,522
R2919,Surat,Chennai,356,23:15,12:45,810,Monday,AC Sleeper,Deccan Lines,18,40,790.69,4.4,130
R2920,Mysore,Visakhapatnam,1143,16:15,15:13,1438,Tuesday,Non-AC Sleeper,GreenLine Travels,27,36,2946.61,4.2,1703
R2921,Ahmedabad,Patna,591,00:00,09:51,591,Saturday,AC Sleeper,Deccan Lines,32,40,1412.38,3.7,1362
R2922,Bangalore,Chennai,149,16:00,13:13,1273,Monday,Non-AC Semi-Sleeper,VRL Logistics,25,48,403.87,4.4,1585
R2923,Lucknow,Coimbatore,1356,14:00,21:07,427,Saturday,Non-AC Seater,Deccan Lines,12,30,4192.09,4.6,247
R2924,Kochi,Guwahati,1119,04:15,15:23,668,Sunday,Non-AC Seater,Deccan Lines,17,40,3244.49,3.6,238
R2925,Trivandrum,Bangalore,1284,09:45,23:46,841,Saturday,AC Sleeper,Orange Tours,21,44,4061.56,4.6,1129
R2926,Indore,Chandigarh,1134,16:45,20:38,293,Saturday,Non-AC Sleeper,Karnataka Travels,37,40,2150.63,4.0,1352
R2927,Guwahati,Hyderabad,896,20:15,02:37,382,Wednesday,Non-AC Semi-Sleeper,KSRTC,6,36,2442.66,4.4,41
R2928,Mumbai,Mysore,709,08:45,19:51,666,Sunday,Non-AC Semi-Sleeper,National Express,18,30,2323.08,4.4,818
R2929,Hyderabad,Shillong,1302,16:30,08:50,980,Monday,AC Seater,Karnataka Travels,9,44,2436.88,4.3,1843
R2930,Lucknow,Guwahati,420,15:45,21:27,402,Friday,AC Semi-Sleeper,Deccan Lines,40,48,1127.65,3.8,391
R2931,Pune,Indore,1142,06:30,13:23,473,Monday,Non-AC Semi-Sleeper,National Express,29,44,3790.44,3.9,987
R2932,Nashik,Vijayawada,718,19:00,17:47,1367,Sunday,Non-AC Sleeper,SRS Travels,36,44,1453.27,4.2,1970
R2933,Lucknow,Pune,563,02:00,10:54,534,Friday,Non-AC Sleeper,SRS Travels,25,40,1077.49,3.6,1157
R2934,Nagpur,Varanasi,125,11:30,16:58,328,Tuesday,AC Sleeper,TNSTC,38,40,279.09,4.7,101
R2935,Delhi,Mysore,514,06:00,20:05,845,Friday,AC Seater,TNSTC,3,30,1072.33,3.8,1129
R2936,Surat,Varanasi,541,20:30,00:23,293,Monday,AC Seater,Karnataka Travels,18,30,1183.84,3.5,524
R2937,Mumbai,Agra,1074,10:30,01:57,927,Sunday,AC Semi-Sleeper,SRS Travels,16,30,3343.45,4.3,1743
R2938,Agra,Bangalore,992,11:30,18:33,423,Friday,AC Semi-Sleeper,TNSTC,29,30,3073.4,4.1,233
R2939,Surat,Delhi,1475,03:45,05:50,125,Monday,AC Seater,Royal Rajasthan,24,48,3259.44,3.8,1751
R2940,Agra,Patna,306,15:00,13:54,1374,Wednesday,Non-AC Seater,KSRTC,14,42,969.58,3.9,730
R2941,Nagpur,Nashik,488,20:30,08:28,778,Monday,Non-AC Semi-Sleeper,Karnataka Travels,18,36,1303.16,4.7,1991
R2942,Mysore,Indore,100,23:15,15:59,1004,Saturday,AC Semi-Sleeper,TNSTC,5,48,288.31,3.7,565
R2943,Mysore,Rajkot,577,08:45,16:52,487,Thursday,Non-AC Sleeper,Karnataka Travels,12,30,1782.48,4.9,292
R2944,Nagpur,Kochi,924,18:45,08:55,850,Wednesday,AC Seater,KSRTC,5,48,2186.24,4.6,882
R2945,Bangalore,Jaipur,1156,09:30,15:27,417,Friday,AC Seater,National Express,17,40,3063.93,4.1,1757
R2946,Madurai,Bhopal,1421,16:15,09:08,1073,Wednesday,AC Sleeper,KSRTC,7,36,3234.67,3.5,1089
R2947,Visakhapatnam,Surat,555,07:15,18:49,694,Sunday,AC Seater,TNSTC,14,30,1010.23,4.4,1759
R2948,Madurai,Agra,1250,18:00,00:39,399,Sunday,Non-AC Sleeper,Royal Rajasthan,34,48,2957.07,3.7,1193
R2949,Varanasi,Vijayawada,186,06:30,09:13,223,Sunday,AC Semi-Sleeper,National Express,27,48,380.33,3.5,851
R2950,Surat,Coimbatore,1295,13:30,00:54,684,Monday,AC Semi-Sleeper,National Express,5,40,2448.97,4.6,1032
R2951,Lucknow,Madurai,1023,16:00,11:28,1168,Wednesday,Non-AC Sleeper,SRS Travels,24,48,2148.47,3.9,656
R2952,Indore,Chennai,1042,11:15,15:21,246,Thursday,Non-AC Sleeper,Karnataka Travels,25,30,2053.71,4.2,397
R2953,Shillong,Kolkata,916,23:00,03:23,263,Saturday,Non-AC Seater,TNSTC,39,40,2242.72,4.7,611
R2954,Patna,Mysore,215,22:30,02:40,250,Tuesday,Non-AC Seater,Karnataka Travels,17,36,659.92,4.3,43
R2955,Visakhapatnam,Lucknow,976,16:45,11:32,1187,Thursday,AC Semi-Sleeper,Karnataka Travels,6,42,3276.62,4.0,189
R2956,Hyderabad,Bhopal,177,12:15,23:19,664,Sunday,Non-AC Semi-Sleeper,GreenLine Travels,26,42,607.53,4.5,1503
R2957,Kolkata,Lucknow,300,05:45,14:07,562,Tuesday,Non-AC Seater,National Express,47,48,827.66,4.6,1987
R2958,Coimbatore,Vijayawada,752,03:15,02:17,1382,Wednesday,Non-AC Seater,GreenLine Travels,12,30,1611.0,4.4,1244
R2959,Bhopal,Ahmedabad,429,17:15,05:44,749,Sunday,Non-AC Sleeper,SRS Travels,27,36,866.43,4.9,587
R2960,Goa,Indore,1354,21:45,13:53,968,Thursday,AC Seater,VRL Logistics,7,36,3809.96,4.4,1387
R2961,Visakhapatnam,Shillong,1096,10:30,16:48,378,Thursday,AC Semi-Sleeper,SRS Travels,38,42,3712.27,5.0,123
R2962,Kolkata,Kochi,750,14:15,02:42,747,Friday,Non-AC Seater,National Express,7,44,1733.35,4.3,972
R2963,Coimbatore,Trivandrum,408,08:45,15:18,453,Monday,Non-AC Semi-Sleeper,GreenLine Travels,30,30,1322.14,4.2,962
R2964,Jaipur,Shillong,1067,08:15,16:01,526,Thursday,AC Seater,GreenLine Travels,15,30,2281.5,3.6,1053
R2965,Guwahati,Surat,1076,16:00,23:18,438,Saturday,AC Sleeper,Orange Tours,37,48,2194.88,4.5,1174
R2966,Patna,Varanasi,328,20:00,09:39,819,Wednesday,Non-AC Sleeper,VRL Logistics,10,36,592.21,4.6,1883
R2967,Lucknow,Agra,1486,03:30,11:30,480,Saturday,AC Seater,VRL Logistics,21,30,3875.98,3.9,1464
R2968,Kochi,Jaipur,1253,11:30,18:55,445,Sunday,AC Sleeper,Karnataka Travels,18,36,3720.37,4.2,755
R2969,Kolkata,Surat,498,20:15,03:09,474,Thursday,Non-AC Seater,KSRTC,5,44,1573.58,4.4,334
R2970,Kochi,Chennai,1231,05:15,11:39,384,Thursday,Non-AC Seater,KSRTC,13,36,4218.4,5.0,1063
R2971,Shillong,Surat,917,10:30,17:23,473,Thursday,Non-AC Semi-Sleeper,TNSTC,26,42,3020.42,4.0,1131
R2972,Pune,Trivandrum,233,23:00,20:45,1305,Thursday,Non-AC Seater,Karnataka Travels,21,30,726.78,4.9,321
R2973,Mysore,Indore,240,07:00,16:30,570,Friday,AC Sleeper,SRS Travels,17,42,733.77,3.8,827
R2974,Shillong,Bangalore,335,09:15,22:14,839,Sunday,AC Sleeper,VRL Logistics,18,30,1091.95,4.8,1642
R2975,Bhopal,Indore,235,01:00,08:41,461,Tuesday,Non-AC Sleeper,GreenLine Travels,0,36,658.76,4.7,285
R2976,Hyderabad,Delhi,724,05:00,22:48,1068,Saturday,AC Sleeper,Orange Tours,35,44,2438.26,4.7,1323
R2977,Kochi,Lucknow,1230,10:00,19:22,562,Wednesday,AC Sleeper,Orange Tours,25,42,2917.96,4.3,30
R2978,Chennai,Lucknow,123,14:00,19:09,309,Sunday,Non-AC Sleeper,Karnataka Travels,39,44,396.25,5.0,1683
R2979,Hyderabad,Surat,311,13:30,16:49,199,Tuesday,AC Sleeper,KSRTC,4,40,917.59,4.3,1206
R2980,Varanasi,Delhi,525,17:30,07:17,887,Tuesday,Non-AC Sleeper,Orange Tours,40,42,1244.89,3.7,1698
R2981,Kolkata,Kochi,516,20:15,03:43,448,Friday,AC Semi-Sleeper,KSRTC,6,44,1674.86,4.3,1656
R2982,Goa,Nagpur,574,18:30,12:56,1106,Friday,AC Sleeper,Orange Tours,17,30,1060.22,4.1,1380
R2983,Lucknow,Bangalore,617,06:15,03:01,1306,Wednesday,AC Semi-Sleeper,Orange Tours,1,36,1277.2,4.1,1559
R2984,Agra,Rajkot,216,17:15,19:50,155,Tuesday,Non-AC Seater,Karnataka Travels,22,48,706.44,4.3,1157
R2985,Indore,Kochi,662,16:30,07:24,954,Thursday,Non-AC Seater,Orange Tours,37,42,1464.85,4.3,785
R2986,Agra,Varanasi,845,16:30,12:09,1239,Sunday,Non-AC Seater,TNSTC,5,36,2752.92,4.4,270
R2987,Chennai,Pune,1359,06:00,04:34,1354,Monday,Non-AC Sleeper,GreenLine Travels,31,40,3453.9,4.8,1958
R2988,Hyderabad,Guwahati,306,04:15,11:53,458,Monday,AC Sleeper,TNSTC,42,48,964.82,4.2,1436
R2989,Ahmedabad,Kochi,137,21:30,03:46,376,Saturday,AC Sleeper,TNSTC,39,44,385.2,4.2,806
R2990,Hyderabad,Mysore,1343,12:15,10:20,1325,Tuesday,Non-AC Semi-Sleeper,Deccan Lines,22,42,3283.35,4.5,1256
